Frame,Time,Point-154250 X,Point-154250 Y,Point-154948 X,Point-154948 Y,Point-155505 X,Point-155505 Y,Point-155614 X,Point-155614 Y,Point-155746 X,Point-155746 Y,Point-160018 X,Point-160018 Y,Point-161826 X,Point-161826 Y,Point-162717 X,Point-162717 Y,Point-162918 X,Point-162918 Y,Point-164408 X,Point-164408 Y,Point-164408 X,Point-164408 Y,Point-165848 X,Point-165848 Y
1043,34.76666667,,,,,,,,,9.71,4,,,,,,,,,,,11.04,-1.66,,
1044,34.8,,,,,,,,,9.7,4.14,,,,,,,,,,,11.07,-1.64,,
1045,34.83333333,,,,,,,,,9.89,4.24,,,,,,,,,,,11.03,-1.63,,
1046,34.86666667,,,,,,,,,9.98,4.34,,,,,,,,,,,10.85,-1.5,,
1047,34.9,,,,,,,,,10.13,4.26,,,,,,,,,,,10.74,-1.41,,
1048,34.93333333,,,,,,,,,10.2,4.17,,,,,,,,,,,10.66,-1.27,,
1049,34.96666667,,,,,,,,,10.23,4.19,,,,,,,,,,,10.62,-1.15,,
1050,35,,,,,,,,,10.43,4.19,,,,,,,,,,,10.56,-1.13,,
1051,35.03333333,,,,,,,,,10.56,4.25,,,,,,,,,,,10.54,-1.12,,
1052,35.06666667,,,,,,,,,10.62,4.4,,,,,,,,,,,10.66,-1.12,,
1053,35.1,,,,,,,,,10.61,4.39,,,,,,,,,,,10.74,-1.01,,
1054,35.13333333,,,,,,,,,10.62,4.43,,,,,,,,,,,10.77,-0.97,,
1055,35.16666667,,,,,,,,,10.61,4.62,,,,,,,,,,,10.77,-0.91,,
1056,35.2,,,,,,,,,10.62,4.49,,,,,,,,,,,10.85,-0.87,,
1057,35.23333333,,,,,,,,,10.7,4.41,,,,,,,,,,,10.86,-0.88,,
1058,35.26666667,,,,,,,,,10.78,4.35,,,,,,,,,,,10.82,-0.82,,
1059,35.3,,,,,,,,,10.74,4.29,,,,,,,,,,,10.74,-0.75,,
1060,35.33333333,,,,,,,,,10.54,4.26,,,,,,,,,,,10.68,-0.71,,
1061,35.36666667,,,,,,,,,10.32,4,,,,,,,,,,,10.7,-0.78,,
1062,35.4,,,,,,,,,10.21,3.89,,,,,,,,,,,10.77,-0.86,,
1063,35.43333333,,,,,,,,,10.18,4.03,,,,,,,,,,,10.74,-0.97,,
1064,35.46666667,,,,,,,,,10.19,3.99,,,,,,,,,,,10.77,-1.08,,
1065,35.5,,,,,,,,,10.05,3.99,,,,,,,,,,,10.83,-1.15,,
1066,35.53333333,,,,,,,,,9.77,4.07,,,,,,,,,,,10.93,-1.21,,
1067,35.56666667,,,,,,,,,9.67,4.3,,,,,,,,,,,11.01,-1.19,,
1068,35.6,,,,,,,,,9.74,4.42,,,,,,,,,,,11.08,-1.14,,
1069,35.63333333,,,,,,,,,9.78,4.43,,,,,,,,,,,11.15,-1.09,,
1070,35.66666667,,,,,,,,,9.68,4.42,,,,,,,,,,,11.22,-1.05,,
1071,35.7,,,,,,,,,9.8,4.33,,,,,,,,,,,11.28,-1.04,,
1072,35.73333333,,,,,,,,,10.1,4.24,,,,,,,,,,,11.33,-1.07,,
1073,35.76666667,,,,,,,,,10.32,4.23,,,,,,,,,,,11.38,-1.13,,
1074,35.8,,,,,,,,,10.23,4.26,,,,,,,,,,,11.41,-1.15,,
1075,35.83333333,,,,,,,,,10.06,4.47,,,,,,,,,,,11.44,-1.07,,
1076,35.86666667,,,,,,,,,9.84,4.65,,,,,,,,,,,11.53,-1.04,,
1077,35.9,,,,,,,,,9.63,4.93,,,,,,,,,,,11.57,-1,,
1078,35.93333333,,,,,,,,,9.5,5.15,,,,,,,,,,,11.56,-0.94,,
1079,35.96666667,,,,,,,,,9.46,5.16,,,,,,,,,,,11.56,-0.97,,
1080,36,,,,,,,,,9.54,5.07,,,,,,,,,,,11.48,-1.02,,
1081,36.03333333,,,,,,,,,9.68,5.13,,,,,,,,,,,11.41,-0.97,,
1082,36.06666667,,,,,,,,,9.71,5.05,,,,,,,,,,,11.37,-0.86,,
1083,36.1,,,,,,,,,9.79,5.02,,,,,,,,,,,11.36,-0.8,,
1084,36.13333333,,,,,,,,,9.96,5.11,,,,,,,,,,,11.26,-0.78,,
1085,36.16666667,,,,,,,,,10.04,5.14,,,,,,,,,,,11.2,-0.76,,
1086,36.2,,,,,,,,,9.94,5.03,,,,,,,,,,,11.22,-0.78,,
1087,36.23333333,,,,,,,,,9.92,5.02,,,,,,,,,,,11.26,-0.73,,
1088,36.26666667,,,,,,,,,10.29,4.9,,,,,,,,,,,11.25,-0.63,,
1089,36.3,,,,,,,,,9.92,4.62,,,,,,,,,,,11.31,-0.59,,
1090,36.33333333,,,,,,,,,,,,,,,,,,,,,11.33,-0.52,,
1091,36.36666667,,,,,,,,,,,,,,,,,,,,,11.29,-0.42,,
1092,36.4,,,,,,,,,,,,,,,,,,,,,11.34,-0.32,,
1093,36.43333333,,,,,,,,,,,,,,,,,,,,,11.36,-0.34,,
1094,36.46666667,,,,,,,,,,,,,,,,,,,,,11.35,-0.39,,
1095,36.5,,,,,,,,,,,,,,,,,,,,,11.37,-0.52,,
1096,36.53333333,,,,,,,,,,,,,,,,,,,,,11.48,-0.59,,
1097,36.56666667,,,,,,,,,,,,,,,,,,,,,11.58,-0.7,,
1098,36.6,,,,,,,,,,,,,,,,,,,,,11.65,-0.75,,
1099,36.63333333,,,,,,,,,,,,,,,,,,,,,11.63,-0.78,,
1100,36.66666667,,,,,,,,,,,,,,,,,,,,,11.61,-0.8,,
1101,36.7,,,,,,,,,,,,,,,,,,,,,11.51,-0.74,,
1102,36.73333333,,,,,,,,,,,,,,,,,,,,,11.41,-0.64,,
1103,36.76666667,,,,,,,,,,,,,,,,,,,,,11.34,-0.52,,
1104,36.8,,,,,,,,,,,,,,,,,,,,,11.41,-0.47,,
1105,36.83333333,,,,,,,,,,,,,,,,,,,,,11.45,-0.48,,
1106,36.86666667,,,,,,,,,,,,,,,,,,,,,11.45,-0.46,,
1107,36.9,,,,,,,,,,,,,,,,,,,,,11.44,-0.39,,
1108,36.93333333,,,,,,,,,,,,,,,,,,,,,11.33,-0.35,,
1109,36.96666667,,,,,,,,,,,,,,,,,,,,,11.23,-0.35,,
1110,37,,,,,,,,,,,,,,,,,,,,,11.15,-0.43,,
1111,37.03333333,,,,,,,,,,,,,,,,,,,,,11.12,-0.44,,
1112,37.06666667,,,,,,,,,,,,,,,,,,,,,11.11,-0.53,,
1113,37.1,,,,,,,,,,,,,,,,,,,,,11.1,-0.59,,
1114,37.13333333,,,,,,,,,,,,,,,,,,,,,11.12,-0.75,,
1115,37.16666667,,,,,,,,,,,,,,,,,,,,,11.07,-0.9,,
1116,37.2,,,,,,,,,,,,,,,,,,,,,11.03,-1.02,,
1117,37.23333333,,,,,,,,,,,,,,,,,,,,,11.04,-1.16,,
1118,37.26666667,,,,,,,,,,,,,,,,,,,,,11.1,-1.17,,
1119,37.3,,,,,,,,,,,,,,,,,,,,,11.15,-1.15,,
1120,37.33333333,,,,,,,,,,,,,,,,,,,,,11.18,-1.08,,
1121,37.36666667,,,,,,,,,,,,,,,,,,,,,11.2,-0.95,,
1122,37.4,,,,,,,,,,,,,,,,,,,,,11.26,-0.95,,
1123,37.43333333,,,,,,,,,,,,,,,,,,,,,11.34,-1.02,,
1124,37.46666667,,,,,,,,,,,,,,,,,,,,,11.42,-1.14,,
1125,37.5,,,,,,,,,,,,,,,,,,,,,11.42,-1.22,,
1126,37.53333333,,,,,,,,,,,,,,,,,,,,,11.33,-1.28,,
1127,37.56666667,,,,,,,,,,,,,,,,,,,,,11.34,-1.29,,
1128,37.6,,,,,,,,,,,,,,,,,,,,,11.34,-1.29,,
1129,37.63333333,,,,,,,,,,,,,,,,,,,,,11.33,-1.27,,
1130,37.66666667,,,,,,,,,,,,,,,,,,,,,11.33,-1.14,,
1131,37.7,,,,,,,,,,,,,,,,,,,,,11.35,-1.08,,
1132,37.73333333,,,,,,,,,,,,,,,,,,,,,11.44,-1.04,,
1133,37.76666667,,,,,,,,,,,,,,,,,,,,,11.48,-1.01,,
1134,37.8,,,,,,,,,,,,,,,,,,,,,11.48,-1.06,,
1135,37.83333333,,,,,,,,,,,,,,,,,,,,,11.4,-1.14,,
1136,37.86666667,,,,,,,,,,,,,,,,,,,,,11.31,-1.23,,
1137,37.9,,,,,,,,,,,,,,,,,,,,,11.23,-1.17,,
1138,37.93333333,,,,,,,,,,,,,,,,,,,,,11.16,-1.05,,
1139,37.96666667,,,,,,,,,,,,,,,,,,,,,11.13,-1.02,,
1140,38,,,,,,,,,,,,,,,,,,,,,11.15,-1.02,,
1141,38.03333333,,,,,,,,,,,,,,,,,,,,,11.2,-1.04,,
1142,38.06666667,,,,,,,,,,,,,,,,,,,,,11.17,-1,,
1143,38.1,,,,,,,,,,,,,,,,,,,,,11.07,-0.97,,
1144,38.13333333,,,,,,,,,,,,,,,,,,,,,10.98,-0.98,,
1145,38.16666667,,,,,,,,,,,,,,,,,,,,,10.91,-1.03,,
1146,38.2,,,,,,,,,,,,,,,,,,,,,10.86,-1.01,,
1147,38.23333333,,,,,,,,,,,,,,,,,,,,,10.84,-0.95,,
1148,38.26666667,,,,,,,,,,,,,,,,,,,,,10.92,-0.99,,
1149,38.3,,,,,,,,,,,,,,,,,,,,,10.95,-1.03,,
1150,38.33333333,,,,,,,,,,,,,,,,,,,,,10.91,-1.05,,
1151,38.36666667,,,,,,,,,,,,,,,,,,,,,10.91,-1.03,,
1152,38.4,,,,,,,,,,,,,,,,,,,,,10.98,-1.01,,
1153,38.43333333,,,,,,,,,,,,,,,,,,,,,11.04,-1.07,,
1154,38.46666667,,,,,,,,,,,,,,,,,,,,,11.08,-1.08,,
1155,38.5,,,,,,,,,,,,,,,,,,,,,11.11,-1.13,,
1156,38.53333333,,,,,,,,,,,,,,,,,,,,,11.09,-1.06,,
1157,38.56666667,,,,,,,,,,,,,,,,,,,,,11.14,-1.02,,
1158,38.6,,,,,,,,,,,,,,,,,,,,,11.11,-1.04,,
1159,38.63333333,,,,,,,,,,,,,,,,,,,,,11.01,-1.04,,
1160,38.66666667,,,,,,,,,,,,,,,,,,,,,10.94,-1.08,,
1161,38.7,,,,,,,,,,,,,,,,,,,,,10.97,-1.07,,
1162,38.73333333,,,,,,,,,,,,,,,,,,,,,11,-1.12,,
1163,38.76666667,,,,,,,,,,,,,,,,,,,,,11.03,-1.23,,
1164,38.8,,,,,,,,,,,,,,,,,,,,,11.01,-1.31,,
1165,38.83333333,,,,,,,,,,,,,,,,,,,,,11.03,-1.32,,
1166,38.86666667,,,,,,,,,,,,,,,,,,,,,11.04,-1.35,,
1167,38.9,,,,,,,,,,,,,,,,,,,,,10.97,-1.37,,
1168,38.93333333,,,,,,,,,,,,,,,,,,,,,10.99,-1.41,,
1169,38.96666667,,,,,,,,,,,,,,,,,,,,,11.01,-1.5,,
1170,39,,,,,,,,,,,,,,,,,,,,,11.14,-1.57,,
1171,39.03333333,,,,,,,,,,,,,,,,,,,,,11.29,-1.63,,
1172,39.06666667,,,,,,,,,,,,,,,,,,,,,11.36,-1.72,,
1173,39.1,,,,,,,,,,,,,,,,,,,,,11.4,-1.74,,
1174,39.13333333,,,,,,,,,,,,,,,,,,,,,11.41,-1.68,,
1175,39.16666667,,,,,,,,,,,,,,,,,,,,,11.41,-1.64,,
1176,39.2,,,,,,,,,,,,,,,,,,,,,11.4,-1.6,,
1177,39.23333333,,,,,,,,,,,,,,,,,,,,,11.38,-1.56,,
1178,39.26666667,,,,,,,,,,,,,,,,,,,,,11.41,-1.52,,
1179,39.3,,,,,,,,,,,,,,,,,,,,,11.54,-1.53,,
1180,39.33333333,,,,,,,,,,,,,,,,,,,,,11.58,-1.54,,
1181,39.36666667,,,,,,,,,,,,,,,,,,,,,11.6,-1.54,,
1182,39.4,,,,,,,,,,,,,,,,,,,,,11.59,-1.52,,
1183,39.43333333,,,,,,,,,,,,,,,,,,,,,11.5,-1.48,,
1184,39.46666667,,,,,,,,,,,,,,,,,,,,,11.42,-1.58,,
1185,39.5,,,,,,,,,,,,,,,,,,,,,11.39,-1.7,,
1186,39.53333333,,,,,,,,,,,,,,,,,,,,,11.37,-1.73,,
1187,39.56666667,,,,,,,,,,,,,,,,,,,,,11.41,-1.67,,
1188,39.6,,,,,,,,,,,,,,,,,,,,,11.51,-1.59,,
1189,39.63333333,,,,,,,,,,,,,,,,,,,,,11.59,-1.53,,
1190,39.66666667,,,,,,,,,,,,,,,,,,,,,11.55,-1.46,,
1191,39.7,,,,,,,,,,,,,,,,,,,,,11.47,-1.45,,
1192,39.73333333,,,,,,,,,,,,,,,,,,,,,11.49,-1.53,,
1193,39.76666667,,,,,,,,,,,,,,,,,,,,,11.48,-1.62,,
1194,39.8,,,,,,,,,,,,,,,,,,,,,11.48,-1.74,,
1195,39.83333333,,,,,,,,,,,,,,,,,,,,,11.45,-1.77,,
1196,39.86666667,,,,,,,,,,,,,,,,,,,,,11.48,-1.78,,
1197,39.9,,,,,,,,,,,,,,,,,,,,,11.56,-1.78,,
1198,39.93333333,,,,,,,,,,,,,,,,,,,,,11.56,-1.71,,
1199,39.96666667,,,,,,,,,,,,,,,,,,,,,11.63,-1.67,,
1200,40,,,,,,,,,,,,,,,,,,,,,11.67,-1.69,,
1201,40.03333333,,,,,,,,,,,,,,,,,,,,,11.78,-1.72,,
1202,40.06666667,,,,,,,,,,,,,,,,,,,,,11.83,-1.76,,
1203,40.1,,,,,,,,,,,,,,,,,,,,,11.86,-1.79,,
1204,40.13333333,,,,,,,,,,,,,,,,,,,,,11.88,-1.84,,
1205,40.16666667,,,,,,,,,,,,,,,,,,,,,11.92,-1.86,,
1206,40.2,,,,,,,,,,,,,,,,,,,,,11.87,-1.99,,
1207,40.23333333,,,,,,,,,,,,,,,,,,,,,11.8,-2.02,,
1208,40.26666667,,,,,,,,,,,,,,,,,,,,,11.77,-1.98,,
1209,40.3,,,,,,,,,,,,,,,,,,,,,,,,
1210,40.33333333,,,,,,,,,,,,,,,,,,,,,,,,
