Frame,Time,Point-154250 X,Point-154250 Y,Point-154948 X,Point-154948 Y,Point-155505 X,Point-155505 Y,Point-155614 X,Point-155614 Y,Point-155746 X,Point-155746 Y,Point-160018 X,Point-160018 Y,Point-161826 X,Point-161826 Y,Point-162717 X,Point-162717 Y,Point-162918 X,Point-162918 Y,Point-164408 X,Point-164408 Y,Point-164408 X,Point-164408 Y,Point-165848 X,Point-165848 Y
370,12.33333333,11.95,-7.78,13.67,11.02,,,12.76,7.33,10.04,11.41,11.84,9.85,15.22,9.9,10.77,-6.81,11.55,-4.11,6.77,-5.41,10.14,-3.03,14.1,-4.79
371,12.36666667,12.22,-8.08,13.66,11.22,,,12.76,7.34,10.21,11.17,11.82,9.93,15.19,9.91,10.83,-6.81,11.48,-4.08,6.78,-5.3,10.07,-3.04,14.11,-4.8
372,12.4,12.38,-8.46,13.71,11.35,,,12.75,7.29,10.32,10.97,12.05,10.18,15.21,9.93,10.78,-6.86,11.46,-4.03,6.72,-5.27,10.03,-3,14.11,-4.87
373,12.43333333,12.42,-8.47,13.89,11.49,,,12.76,7.37,10.15,11.02,12.15,9.99,15.16,9.9,10.71,-6.87,11.48,-3.98,6.66,-5.31,10.03,-2.96,14.12,-4.93
374,12.46666667,12.56,-8.42,14.04,11.44,,,12.83,7.27,10.1,11.05,12.27,9.91,15.18,9.89,10.66,-6.88,11.51,-3.98,6.66,-5.31,10.06,-3.06,14.12,-4.94
375,12.5,12.52,-8.35,14.11,11.4,,,12.83,7.35,10.24,11.16,12.31,9.98,15.18,9.79,10.61,-6.9,11.52,-4.01,6.75,-5.33,10.1,-3.07,14.06,-5.03
376,12.53333333,12.55,-8.43,14.1,11.29,,,12.76,7.32,10.43,11.31,12.19,9.98,15.15,9.83,10.59,-6.93,11.53,-4.05,6.9,-5.27,10.07,-3.07,14,-5.19
377,12.56666667,12.46,-8.36,14.19,11.42,,,12.79,7.37,10.4,11.51,12.07,10.04,15.12,9.85,10.62,-6.95,11.57,-4.07,6.95,-5.23,10.07,-3,14.01,-5.32
378,12.6,12.48,-8.36,14.11,11.52,,,12.89,7.33,10.21,11.5,11.92,9.98,15.18,9.78,10.58,-6.98,11.65,-4.09,6.88,-5.25,10.09,-2.96,14.14,-5.17
379,12.63333333,12.48,-8.36,14.08,11.56,,,12.97,7.38,10.18,11.35,11.82,9.89,15.18,9.79,10.54,-7.01,11.7,-4.11,6.82,-5.29,10.13,-2.93,14.08,-5.02
380,12.66666667,12.46,-8.34,,,,,12.89,7.44,10.11,11.08,11.9,9.86,15.18,9.78,10.54,-7,11.74,-4.21,6.85,-5.33,10.1,-2.95,14.16,-4.92
381,12.7,12.52,-8.44,14.09,11.63,,,12.93,7.47,10.15,10.93,12.06,9.93,15.21,9.78,10.56,-6.98,11.76,-4.28,6.93,-5.26,10.08,-2.99,14.17,-4.83
382,12.73333333,12.56,-8.4,14.13,11.53,,,12.94,7.41,10.14,10.87,12.22,9.97,15.24,9.77,10.72,-6.97,11.77,-4.29,6.96,-5.23,10.03,-3.01,14.21,-4.7
383,12.76666667,12.51,-8.48,,,,,12.91,7.36,10.09,10.8,12.34,9.97,15.28,9.78,10.87,-6.95,11.81,-4.26,6.87,-5.23,10.03,-3.01,14.26,-4.58
384,12.8,12.52,-8.48,14.12,11.58,,,12.72,7.31,10.06,10.83,12.36,10.06,15.29,9.76,10.85,-7,11.86,-4.24,6.82,-5.27,10.11,-2.95,14.22,-4.66
385,12.83333333,12.65,-8.38,,,,,12.7,7.33,10.09,10.84,12.39,10.1,15.31,9.8,10.8,-7.08,11.89,-4.25,6.82,-5.25,10.16,-2.95,14.06,-4.7
386,12.86666667,12.65,-8.38,,,,,12.68,7.35,10.15,11.07,12.33,9.89,15.31,9.77,10.73,-7.11,11.9,-4.29,6.87,-5.23,10.16,-2.98,13.91,-4.78
387,12.9,12.54,-8.38,14.08,11.64,,,12.64,7.4,10.19,11.3,12.36,9.79,15.36,9.76,10.79,-7.02,11.92,-4.3,6.85,-5.25,10.1,-2.95,13.78,-4.77
388,12.93333333,12.55,-8.34,14.15,11.72,,,12.65,7.52,10.14,11.52,12.46,9.94,15.28,9.79,10.79,-6.94,11.95,-4.3,6.81,-5.25,10.08,-3.07,13.78,-4.82
389,12.96666667,12.56,-8.32,14.1,11.57,,,12.73,7.52,10.12,11.62,12.45,10.05,15.26,9.8,10.71,-6.87,12,-4.3,,,10.07,-3.21,13.8,-4.85
390,13,12.6,-8.36,13.98,11.46,,,12.63,7.44,10.07,11.71,12.4,10.11,15.22,9.79,10.59,-6.86,12.01,-4.31,6.7,-5.38,10.13,-3.23,13.9,-4.82
391,13.03333333,12.59,-8.44,13.99,11.37,,,12.54,7.4,10.07,11.71,12.34,10.05,15.2,9.81,10.62,-6.84,11.96,-4.36,6.73,-5.32,10.14,-3.21,13.85,-4.79
392,13.06666667,12.53,-8.48,14.08,11.3,,,12.68,7.39,10.07,11.51,12.18,9.77,15.15,9.79,10.49,-6.82,11.89,-4.4,6.75,-5.29,10.05,-3.18,14.03,-4.74
393,13.1,12.6,-8.57,14.3,11.4,,,12.78,7.5,10.01,11.26,12.17,9.85,15.25,9.78,10.47,-6.77,11.88,-4.39,6.75,-5.28,10.02,-3.15,14.18,-4.64
394,13.13333333,12.58,-8.59,14.4,11.45,,,12.73,7.43,9.92,10.93,12.03,9.79,15.24,9.77,10.53,-6.75,11.92,-4.36,6.81,-5.27,10.03,-3.1,14.15,-4.65
395,13.16666667,12.56,-8.54,14.57,11.47,,,12.65,7.4,9.77,10.83,11.9,9.72,15.16,9.77,10.58,-6.69,11.97,-4.32,6.87,-5.29,10.02,-3.08,14.15,-4.66
396,13.2,12.64,-8.48,14.62,11.23,,,12.74,7.44,9.66,10.84,11.8,9.79,15.08,9.77,10.68,-6.75,11.97,-4.3,6.85,-5.34,10.06,-3.23,13.96,-4.62
397,13.23333333,12.61,-8.48,14.78,11.01,,,12.72,7.43,9.53,10.77,11.79,9.86,15.1,9.78,10.78,-6.85,11.92,-4.31,6.83,-5.31,10.1,-3.31,14.04,-4.6
398,13.26666667,12.6,-8.48,15,10.96,,,12.67,7.36,9.31,10.65,11.84,9.85,15.09,9.74,10.84,-6.92,11.9,-4.32,6.83,-5.29,10.14,-3.34,14.06,-4.57
399,13.3,12.72,-8.47,15.23,11.02,,,12.61,7.3,9.15,10.57,11.86,9.61,15.08,9.75,10.87,-7,11.93,-4.3,6.86,-5.3,10.12,-3.26,14.1,-4.6
400,13.33333333,12.7,-8.43,15.38,11.04,,,12.56,7.3,9.16,10.46,11.93,9.57,15.13,9.76,10.93,-7.08,11.97,-4.26,6.85,-5.36,10.06,-3.21,14.07,-4.63
401,13.36666667,12.73,-8.4,15.39,11.18,,,12.58,7.29,9.29,10.39,12.06,9.81,15.18,9.73,10.96,-7.09,11.97,-4.25,6.86,-5.36,10.11,-3.24,14.09,-4.61
402,13.4,12.74,-8.39,,,,,12.69,7.32,9.39,10.55,12.02,9.98,,,10.96,-7.07,11.92,-4.28,,,10.1,-3.23,14.1,-4.6
403,13.43333333,12.86,-8.32,15.25,11.6,,,12.61,7.32,9.51,10.74,12.04,10.1,15.2,9.73,11.04,-7.11,11.89,-4.3,,,10.15,-3.3,14.19,-4.55
404,13.46666667,12.76,-8.33,15.21,11.85,,,12.61,7.19,9.64,10.81,12.09,10.1,15.18,9.7,11.12,-7.17,11.92,-4.3,,,10.18,-3.35,14.13,-4.58
405,13.5,12.71,-8.4,15.3,12.35,,,12.72,7.06,9.86,10.84,12.12,9.95,15.1,9.68,11.11,-7.16,11.96,-4.26,,,10.18,-3.33,14.25,-4.51
406,13.53333333,12.72,-8.39,,,,,12.95,6.91,9.98,10.95,12.06,9.82,15.09,9.73,11.12,-7.15,11.98,-4.24,,,10.16,-3.29,14.25,-4.52
407,13.56666667,12.58,-8.23,15.04,12.89,,,13.11,6.8,10.08,10.97,12,9.73,15.24,9.71,10.98,-7.09,11.96,-4.24,,,10.2,-3.21,14.21,-4.52
408,13.6,12.58,-8.3,14.96,13.17,,,12.89,6.71,9.98,11.21,11.97,9.72,15.22,9.75,10.89,-7.04,11.94,-4.27,,,10.25,-3.17,14.17,-4.57
409,13.63333333,12.58,-8.32,14.88,13.47,,,12.47,6.66,9.91,11.59,12.04,9.84,15.28,9.7,10.89,-7,11.95,-4.29,,,10.23,-3.17,14.22,-4.57
410,13.66666667,12.61,-8.33,14.75,13.66,,,12.09,6.63,9.98,11.96,12.13,9.93,15.29,9.67,10.88,-7.01,11.97,-4.27,,,10.24,-3.16,14.24,-4.58
411,13.7,12.65,-8.34,14.63,13.81,,,11.87,6.56,10.13,12.24,12.19,9.99,15.23,9.69,10.9,-7.01,11.99,-4.23,,,10.31,-3.2,14.32,-4.65
412,13.73333333,12.7,-8.34,,,,,11.77,6.46,10.06,12.49,12.23,10.03,15.32,9.71,10.98,-6.97,11.99,-4.21,,,10.3,-3.22,14.32,-4.81
413,13.76666667,12.65,-8.4,,,,,11.68,6.52,10.15,12.55,12.31,10.05,15.34,9.73,11.02,-6.95,12.01,-4.22,,,10.26,-3.15,14.23,-4.89
414,13.8,12.71,-8.42,14.13,13.62,,,11.79,6.6,10.27,12.61,12.46,10.02,15.29,9.78,11.05,-6.99,12.02,-4.27,,,10.26,-3.14,14.26,-4.93
415,13.83333333,12.72,-8.42,,,,,12.05,6.61,10.22,12.66,12.46,9.96,15.25,9.81,10.98,-6.94,12.05,-4.24,,,10.31,-3.12,14.35,-4.98
416,13.86666667,12.9,-8.37,,,,,12.29,6.65,10.1,12.75,12.39,9.89,,,10.94,-6.89,,,,,10.37,-3.18,14.29,-4.74
417,13.9,12.73,-8.43,,,,,12.36,6.7,10.09,12.79,12.33,9.85,15.23,9.72,10.86,-6.87,,,,,10.29,-3.25,14.27,-4.57
418,13.93333333,12.73,-8.42,13.53,12.1,,,12.29,6.76,10.16,12.85,12.28,9.76,15.29,9.73,10.8,-6.94,,,,,10.21,-3.26,14.33,-4.63
419,13.96666667,12.83,-8.55,13.33,11.65,,,12.07,6.79,10.25,12.9,12.27,9.72,15.28,9.81,10.72,-6.98,,,,,10.15,-3.26,14.35,-4.6
420,14,12.99,-8.54,13.18,11.19,,,11.91,6.79,10.21,12.97,12.27,9.76,,,10.72,-6.94,,,,,10.14,-3.27,14.43,-4.68
421,14.03333333,12.96,-8.46,12.94,10.62,,,12.08,6.55,10.25,12.96,12.26,9.82,,,10.65,-6.98,,,,,10.2,-3.29,14.34,-4.56
422,14.06666667,12.84,-8.4,12.85,10.02,,,12.25,6.32,10.17,13.06,12.29,9.83,15.18,9.83,10.54,-6.94,,,,,10.23,-3.25,14.4,-4.46
423,14.1,12.92,-8.36,12.85,9.14,,,12.27,6.43,10.15,13.17,12.32,9.79,15.23,9.81,10.51,-6.86,,,,,10.26,-3.23,14.37,-4.48
424,14.13333333,12.96,-8.37,12.93,8.3,,,12.17,6.68,10.28,13.17,12.25,9.7,,,10.55,-6.91,,,,,10.32,-3.19,14.41,-4.49
425,14.16666667,13.05,-8.45,12.93,7.72,,,12.11,6.92,10.35,13.02,12.16,9.66,15.22,9.77,10.53,-6.88,,,,,10.33,-3.19,14.32,-4.46
426,14.2,12.97,-8.49,13.03,7.32,,,12.05,7.24,10.47,12.96,12.23,9.68,15.28,9.77,10.49,-6.85,,,,,10.32,-3.16,14.38,-4.47
427,14.23333333,13,-8.49,13.45,7.09,,,11.97,7.59,10.52,12.97,12.28,9.78,15.3,9.77,10.46,-6.87,,,,,10.36,-3.16,14.4,-4.37
428,14.26666667,13.07,-8.48,13.12,6.96,,,12.12,7.52,10.57,13.06,12.26,9.86,15.26,9.81,10.49,-6.88,,,,,10.4,-3.19,14.42,-4.35
429,14.3,13.09,-8.63,13.35,7.05,,,12.01,7.6,10.59,13.16,12.2,9.85,15.26,9.8,10.55,-6.89,,,,,10.37,-3.18,14.49,-4.34
430,14.33333333,12.98,-8.65,13.01,7.05,,,11.94,7.63,10.54,13.26,12.17,9.74,15.2,9.81,10.6,-6.94,,,,,10.35,-3.25,14.48,-4.37
431,14.36666667,12.99,-8.65,12.34,6.95,,,11.87,7.55,10.46,13.31,12.25,9.62,15.1,9.87,10.67,-7.02,,,,,10.32,-3.31,14.5,-4.35
432,14.4,13.13,-8.59,11.89,6.67,,,11.76,7.15,10.47,13.36,12.34,9.59,15.05,9.91,10.69,-7.1,,,,,10.28,-3.35,14.52,-4.35
433,14.43333333,13.37,-8.6,12.31,7.06,,,11.6,7.04,10.47,13.48,11.98,9.73,15.08,9.91,10.72,-7.1,,,,,10.29,-3.37,14.63,-4.33
434,14.46666667,13.44,-8.62,12.31,7.1,,,11.87,6.82,10.49,13.57,12.19,9.67,15.11,9.94,10.79,-7.15,,,,,10.32,-3.25,14.58,-4.29
435,14.5,13.5,-8.58,12.2,7.09,,,11.89,7.1,10.45,13.63,12.18,9.78,15.09,9.89,10.81,-7.18,,,,,10.28,-3.24,14.47,-4.37
436,14.53333333,13.52,-8.52,12.12,6.99,,,11.39,7.14,10.55,13.63,12.21,9.7,15.1,9.84,10.83,-7.25,,,,,10.24,-3.21,14.41,-4.38
437,14.56666667,13.52,-8.42,12.09,7.06,,,11.3,7.4,10.48,13.73,12.38,9.69,15.07,9.81,10.79,-7.26,,,,,10.25,-3.18,14.54,-4.38
438,14.6,13.29,-8.32,12.01,7.24,,,11.29,7.6,10.53,13.84,12.45,9.76,15.09,9.81,10.78,-7.32,,,,,10.22,-3.17,14.5,-4.41
439,14.63333333,13.28,-8.31,11.98,7.21,,,11.47,7.52,10.63,13.88,12.41,9.76,15.07,9.85,10.73,-7.36,,,,,10.22,-3.12,14.55,-4.38
440,14.66666667,13.31,-8.56,12.05,7.21,,,,,10.66,13.78,12.12,9.98,15.07,9.81,10.66,-7.43,,,,,10.21,-3.15,14.47,-4.28
441,14.7,13.47,-8.48,12.45,7.11,,,,,10.64,13.65,12.07,9.93,15.03,9.79,10.64,-7.37,,,,,10.18,-3.2,14.55,-4.2
442,14.73333333,13.47,-8.49,12.76,7.1,,,,,10.62,13.54,11.98,9.86,15.03,9.78,10.65,-7.42,,,,,10.18,-3.22,14.44,-4.14
443,14.76666667,13.45,-8.51,12.99,7.38,,,,,10.5,13.51,11.97,9.88,15.02,9.79,10.67,-7.44,,,,,10.19,-3.14,14.53,-4.07
444,14.8,13.4,-8.52,13.46,6.74,,,,,10.39,13.54,12.48,10.06,15.05,9.82,10.61,-7.43,,,,,10.25,-3.03,14.65,-4
445,14.83333333,13.18,-8.43,14.14,6.51,,,,,10.42,13.5,12.54,10.1,15.11,9.87,10.58,-7.49,,,,,10.26,-3.06,14.65,-3.93
446,14.86666667,13.31,-8.36,15.29,6.28,,,,,10.47,13.37,12.5,10.19,15.13,9.89,10.55,-7.42,,,,,10.29,-3.07,14.55,-4.07
447,14.9,13.25,-8.31,17.15,5.87,,,,,10.48,13.14,12.48,10.24,15.12,9.88,10.51,-7.3,,,,,10.24,-3.09,14.54,-4.07
448,14.93333333,13.32,-8.3,19.22,5.72,,,,,10.49,12.98,12.52,10.21,15.16,9.81,10.43,-7.32,,,,,10.18,-3.05,14.63,-4.06
449,14.96666667,13.32,-8.3,15.74,7.02,,,,,10.55,13.15,12.57,10.06,15.17,9.8,10.43,-7.32,,,,,10.18,-2.99,14.73,-4.03
450,15,13.29,-8.37,16.2,7.15,,,,,10.65,13.29,12.51,9.95,15.09,9.77,10.4,-7.28,,,,,10.21,-2.88,14.75,-3.97
451,15.03333333,13.28,-8.39,16.54,7.11,,,,,10.74,13.33,12.39,9.92,15.11,9.84,10.39,-7.25,,,,,10.22,-2.84,14.8,-3.99
452,15.06666667,13.29,-8.4,16.78,7.08,,,,,10.78,13.3,11.85,9.64,15.11,9.88,10.43,-7.22,,,,,10.22,-2.81,14.7,-3.98
453,15.1,13.43,-8.39,16.98,7.17,,,,,10.81,13.27,12.06,9.7,15.06,9.94,10.47,-7.19,,,,,10.17,-2.77,14.74,-4.07
454,15.13333333,13.59,-8.38,17.09,7.39,,,,,10.66,13.37,12.35,9.82,15.07,9.89,10.55,-7.21,,,,,10.12,-2.8,14.86,-4.15
455,15.16666667,13.52,-8.55,17.27,7.56,,,,,10.48,13.34,12.58,9.97,15.08,9.88,10.57,-7.19,,,,,10.07,-2.8,14.82,-4.1
456,15.2,13.44,-8.46,17.4,7.53,,,,,10.4,13.38,12.66,10.09,15.05,9.87,10.63,-7.19,,,,,10.03,-2.79,14.82,-4.15
457,15.23333333,13.43,-8.33,17.93,7.22,,,,,10.24,13.57,12.65,10.12,15.03,9.88,10.64,-7.18,,,,,10.06,-2.78,14.92,-4.27
458,15.26666667,13.3,-8.25,17.66,6.6,,,,,10.19,13.72,12.52,10.13,15.01,9.9,10.64,-7.22,,,,,10.03,-2.81,15.01,-4.45
459,15.3,13.17,-8.21,17.54,6.32,,,,,10.31,13.6,12.43,10.08,15.03,9.87,10.62,-7.22,,,,,9.99,-2.84,15.03,-4.4
460,15.33333333,13.02,-8.19,17.64,6.31,,,,,10.63,13.37,12.48,10.02,15.03,9.86,10.58,-7.21,,,,,9.98,-2.84,15.2,-4.4
461,15.36666667,12.74,-8.2,17.24,6.46,,,,,10.99,13.13,12.58,9.92,15.03,9.85,10.54,-7.17,,,,,9.96,-2.77,,
462,15.4,12.57,-8.21,17.02,6.4,,,,,11.29,12.95,12.7,9.85,15.05,9.75,10.5,-7.13,,,,,9.96,-2.8,,
463,15.43333333,12.44,-8.21,16.75,7.42,,,,,11.66,12.95,12.81,9.78,15.04,9.7,10.56,-7.13,,,,,9.99,-2.77,,
464,15.46666667,12.37,-8.21,16.54,7.27,,,,,11.86,13.09,12.88,9.78,15.04,9.76,10.64,-7.13,,,,,9.96,-2.78,,
465,15.5,12.33,-8.19,15.98,6.65,,,,,12.02,13,12.87,9.8,14.97,9.76,10.73,-7.17,,,,,9.88,-2.8,,
466,15.53333333,12.48,-8.12,15.63,5.85,,,,,12.13,12.92,12.79,9.87,14.95,9.73,10.76,-7.2,,,,,9.86,-2.84,,
467,15.56666667,12.43,-8.17,15.28,,,,,,12.13,12.94,12.66,9.88,14.99,9.77,10.77,-7.19,,,,,9.84,-2.81,,
468,15.6,12.43,-8.17,15.04,6.44,,,,,12.1,13.01,12.61,9.84,14.98,9.77,10.81,-7.21,,,,,9.88,-2.77,,
469,15.63333333,12.37,-8.12,14.88,6.42,,,,,12.15,13.1,12.64,9.84,14.99,9.82,10.83,-7.29,,,,,9.91,-2.81,,
470,15.66666667,12.28,-8.03,14.62,6.33,,,,,12.15,13.05,12.78,9.81,14.97,9.91,10.83,-7.37,,,,,9.91,-2.84,,
471,15.7,12.35,-7.98,14.55,6.2,,,,,12.07,12.93,12.87,9.76,14.92,9.95,10.8,-7.37,,,,,9.88,-2.84,,
472,15.73333333,12.35,-7.99,14.35,6.22,,,,,12.18,13.02,13.06,9.9,14.91,9.95,10.76,-7.29,,,,,9.91,-2.89,,
473,15.76666667,12.35,-7.99,14.31,6.11,,,,,12.11,13.02,13.03,9.96,14.9,9.97,10.68,-7.33,,,,,9.88,-2.92,,
474,15.8,12.22,-7.93,14.24,6,,,,,12.1,13,13.01,9.98,14.91,10.04,10.62,-7.4,,,,,9.95,-2.87,,
475,15.83333333,12.21,-7.91,14.13,5.9,,,,,12.21,13,12.88,9.75,14.94,10.05,10.63,-7.31,,,,,9.99,-2.76,,
476,15.86666667,12.29,-7.95,13.97,5.78,,,,,12.22,13.02,12.84,9.67,14.96,10.03,10.62,-7.26,,,,,10.03,-2.7,,
477,15.9,12.31,-8.01,13.78,5.84,,,,,12.2,13.02,12.73,9.73,14.94,9.99,10.6,-7.26,,,,,10.07,-2.7,,
478,15.93333333,12.36,-8.16,13.68,5.96,,,,,12.19,12.91,12.69,9.75,14.93,9.95,10.59,-7.27,,,,,10.1,-2.68,,
479,15.96666667,12.44,-8.09,13.41,5.9,,,,,12.26,13,12.76,9.72,14.92,9.94,10.5,-7.19,,,,,10.1,-2.77,,
480,16,12.41,-8.17,13.24,6.11,,,,,12.32,12.98,12.83,9.68,14.87,9.93,10.52,-7.12,,,,,10.06,-2.73,,
481,16.03333333,12.43,-8.17,13.17,6.32,,,,,12.39,12.9,12.83,9.67,14.84,9.92,10.6,-7.11,,,,,10.1,-2.7,,
482,16.06666667,12.56,-8.25,13.02,6.51,,,,,12.6,12.91,12.74,9.69,14.81,9.94,10.69,-7.11,,,,,10.13,-2.66,,
483,16.1,12.76,-8.44,13.2,6.57,,,,,12.71,12.82,12.73,9.74,14.86,9.88,10.81,-7.13,,,,,10.13,-2.62,,
484,16.13333333,12.65,-8.36,13.63,6.48,,,,,12.46,12.73,12.84,9.8,14.76,9.96,10.79,-7.16,,,,,10.11,-2.69,,
485,16.16666667,12.53,-8.1,13.81,6.61,,,,,12.25,12.63,13.03,9.85,14.73,9.97,10.81,-7.15,,,,,10.06,-2.65,,
486,16.2,12.5,-7.88,13.83,6.6,,,,,12.18,12.58,13.06,9.8,14.71,10.02,10.87,-7.11,,,,,9.95,-2.65,,
487,16.23333333,12.56,-7.94,13.82,6.54,,,,,12.14,12.55,13.06,9.86,14.74,9.96,10.94,-7.06,,,,,9.89,-2.65,,
488,16.26666667,12.56,-7.93,13.55,6.47,,,,,12.1,12.6,12.97,9.93,14.79,9.91,10.98,-7.03,,,,,9.91,-2.62,,
489,16.3,12.49,-7.94,13.54,6.13,,,,,12.01,12.62,12.85,9.91,14.83,9.84,10.95,-7.04,,,,,9.88,-2.65,,
490,16.33333333,12.46,-7.91,13.76,6.35,,,,,11.7,12.71,12.81,9.83,14.74,9.86,10.96,-7.07,,,,,9.82,-2.58,,
491,16.36666667,12.3,-7.9,13.92,5.8,,,,,11.41,12.91,12.84,9.65,14.77,9.92,10.92,-7.07,,,,,9.84,-2.54,,
492,16.4,12.16,-8.1,13.98,5.7,,,,,11.2,12.94,13.07,9.74,14.8,9.89,10.89,-7.1,,,,,9.91,-2.52,,
493,16.43333333,12.11,-7.86,13.91,5.53,,,,,11.03,13.26,13.07,10.04,14.77,9.85,10.88,-7.12,,,,,9.98,-2.64,,
494,16.46666667,12.11,-7.88,13.75,5.46,,,,,10.97,13.55,,,14.82,9.97,10.87,-7.16,,,,,9.96,-2.66,,
495,16.5,12.31,-7.79,13.81,5.03,,,,,10.88,13.74,,,14.83,9.99,10.98,-7.12,,,,,9.87,-2.62,,
496,16.53333333,12.34,-7.61,13.73,4.87,,,,,10.77,13.83,,,14.81,9.96,10.98,-7.07,,,,,9.87,-2.59,,
497,16.56666667,12.63,-7.78,13.57,4.91,,,,,10.55,13.91,,,14.76,9.92,10.95,-7.08,,,,,9.95,-2.54,,
498,16.6,12.61,-7.94,13.82,4.88,,,,,10.53,13.91,,,14.7,9.9,10.89,-7.11,,,,,10.02,-2.47,,
499,16.63333333,12.46,-8.28,14.01,5.46,,,,,10.61,13.88,,,14.75,9.92,10.84,-7.2,,,,,10.02,-2.42,,
500,16.66666667,12.5,-7.91,14,5.8,,,,,10.59,13.97,,,14.78,9.95,10.79,-7.31,,,,,10.02,-2.39,,
501,16.7,12.58,-7.89,14.18,6.22,,,,,10.53,13.99,,,14.9,9.95,10.81,-7.33,,,,,10.06,-2.38,,
502,16.73333333,12.56,-7.93,14.6,6.2,,,,,10.49,13.97,,,14.95,10.02,10.88,-7.28,,,,,10.07,-2.27,,
503,16.76666667,12.59,-8,14.71,6.24,,,,,10.53,13.89,,,14.94,10.02,10.89,-7.35,,,,,10.07,-2.24,,
504,16.8,12.2,-8.27,15.05,6.24,,,,,10.65,13.8,,,15,9.97,10.84,-7.39,,,,,10.06,-2.24,,
505,16.83333333,12.13,-8.15,15.57,6.14,,,,,10.78,13.93,,,15.03,9.96,10.85,-7.35,,,,,10.09,-2.32,,
506,16.86666667,11.93,-8.03,15.46,6.42,,,,,10.93,13.93,,,15.07,9.99,10.86,-7.31,,,,,10.14,-2.36,,
507,16.9,12.33,-7.76,16.01,6.38,,,,,11.06,13.89,,,15.02,10.03,10.87,-7.3,,,,,10.2,-2.42,,
508,16.93333333,12.4,-8.04,16.45,6.75,,,,,11.18,14,,,14.99,10.04,10.8,-7.29,,,,,10.25,-2.43,,
509,16.96666667,12.42,-8.08,,,,,,,11.35,13.96,,,14.98,10.05,10.76,-7.25,,,,,10.25,-2.46,,
510,17,12.28,-7.76,,,,,,,11.5,13.94,,,14.94,10.06,10.69,-7.21,,,,,10.21,-2.44,,
511,17.03333333,12.13,-7.89,,,,,,,11.47,13.96,,,14.97,10.04,10.6,-7.22,,,,,10.24,-2.39,,
512,17.06666667,12.17,-8.22,,,,,,,11.33,14.08,,,15.03,10.12,10.57,-7.28,,,,,10.21,-2.42,,
513,17.1,12.08,-8.42,,,,,,,11.21,13.85,,,15.05,10.02,10.62,-7.38,,,,,10.2,-2.41,,
514,17.13333333,12.07,-8.5,,,,,,,11.07,13.58,,,15.13,10.01,10.56,-7.49,,,,,10.2,-2.35,,
515,17.16666667,12.4,-8.42,,,,,,,10.93,13.47,,,15.07,10.04,10.58,-7.51,,,,,10.22,-2.28,,
516,17.2,12.32,-8.48,,,,,,,10.65,13.35,,,15.01,10.08,10.64,-7.43,,,,,10.17,-2.31,,
517,17.23333333,12.19,-8.18,,,,,,,10.37,13.33,,,15.02,10.08,10.72,-7.38,,,,,10.18,-2.39,,
518,17.26666667,12.26,-8.27,,,,,,,10.31,13.36,,,14.99,10.05,10.79,-7.37,,,,,10.25,-2.37,,
519,17.3,12.4,-8.31,,,,,,,10.37,13.27,,,14.93,10.01,10.76,-7.23,,,,,10.27,-2.28,,
520,17.33333333,12.21,-8.25,,,,,,,10.31,13.27,,,14.99,9.95,10.78,-7.06,,,,,10.25,-2.24,,
521,17.36666667,12.47,-8.07,,,,,,,10.19,13.25,,,15.01,10.02,10.84,-6.97,,,,,10.29,-2.21,,
522,17.4,12.46,-8.06,,,,,,,10.07,13.25,,,14.98,10.02,10.84,-6.96,,,,,10.29,-2.25,,
523,17.43333333,12.4,-8.1,,,,,,,10.05,13.29,,,14.99,9.97,10.87,-6.99,,,,,10.29,-2.28,,
524,17.46666667,12.5,-8.14,,,,,,,10.04,13.31,,,15.01,9.98,10.88,-6.98,,,,,10.21,-2.32,,
525,17.5,12.56,-8.2,,,,,,,9.97,13.25,,,14.94,10.02,10.89,-6.97,,,,,10.1,-2.36,,
526,17.53333333,12.53,-8.11,,,,,,,10,13.33,,,,,10.91,-6.94,,,,,10.11,-2.39,,
527,17.56666667,12.52,-8.1,,,,,,,10.07,13.42,,,14.9,10.08,10.87,-6.93,,,,,10.2,-2.39,,
528,17.6,12.34,-8.14,,,,,,,10.1,13.49,,,14.9,10.05,10.87,-6.99,,,,,10.29,-2.42,,
529,17.63333333,12.21,-8.31,,,,,,,10.08,13.48,,,14.9,10.02,10.86,-7.07,,,,,10.4,-2.43,,
530,17.66666667,12.77,-8.25,,,,,,,9.94,13.49,,,14.94,9.99,10.81,-7.09,,,,,10.44,-2.43,,
531,17.7,12.75,-8.28,,,,,,,9.93,13.45,,,15.02,9.94,10.77,-7.16,,,,,10.43,-2.42,,
532,17.73333333,12.71,-8.17,,,,,,,10.07,13.48,,,14.97,9.98,10.86,-7.15,,,,,10.4,-2.4,,
533,17.76666667,12.65,-7.96,,,,,,,10.19,13.3,,,14.94,10.01,10.91,-7.24,,,,,10.36,-2.39,,
534,17.8,12.63,-7.89,,,,,,,10.2,13.12,,,14.88,9.96,10.91,-7.3,,,,,10.28,-2.4,,
535,17.83333333,12.58,-8.11,,,,,,,10.13,12.75,,,14.84,9.95,10.87,-7.33,,,,,10.21,-2.45,,
536,17.86666667,12.64,-8.39,,,,,,,10.04,12.6,,,14.88,10,10.87,-7.32,,,,,10.14,-2.39,,
